!distain	!distain		Remote Control	S:\Music\!distain\Unknown Album\!distain - Remote Control.mp3
2Cellos	2Cellos	Youtube	Hurt	S:\Music\2Cellos\Youtube\2Cellos - Hurt.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VIII Piano Collection	The Successor	S:\Music\Nobuo Uematsu\Final Fantasy VIII Piano Collection\Nobuo Uematsu - 11 - The Successor.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VIII Piano Collection	Ending Theme	S:\Music\Nobuo Uematsu\Final Fantasy VIII Piano Collection\Nobuo Uematsu - 12 - Ending Theme.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VIII Piano Collection	Slide Show Part 2	S:\Music\Nobuo Uematsu\Final Fantasy VIII Piano Collection\Nobuo Uematsu - 13 - Slide Show Part 2.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Tina	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 01 - Tina.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Gau	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 02 - Gau.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Kefka	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 03 - Kefka.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	The Spinach Rag	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 04 - The Spinach Rag.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Stragus	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 05 - Stragus.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	The Mystic Forest	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 06 - The Mystic Forest.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Kids Run Through The City Corner	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 07 - Kids Run Through The City Corner.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Johnny C Bad	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 08 - Johnny C Bad.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Mystery Train	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 09 - Mystery Train.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	The Decisive Battle	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 10 - The Decisive Battle.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Coin Song	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 11 - Coin Song.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Celes	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 12 - Celes.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy VI: Piano Collections	Waltz de Chocobo	S:\Music\Nobuo Uematsu\Final Fantasy VI_ Piano Collections\Nobuo Uematsu - 13 - Waltz de Chocobo.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy X	Yuna's Decision	S:\Music\Nobuo Uematsu\Final Fantasy X\Nobuo Uematsu - 12 - Yuna's Decision.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy X	FFX Ending Theme	S:\Music\Nobuo Uematsu\Final Fantasy X\Nobuo Uematsu - 16 - FFX Ending Theme.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy X	Battle Theme	S:\Music\Nobuo Uematsu\Final Fantasy X\Nobuo Uematsu - 32 - Battle Theme.mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy X	Crumbling of Time (Extended)	S:\Music\Nobuo Uematsu\Final Fantasy X\Nobuo Uematsu - Crumbling of Time (Extended).mp3
Nobuo Uematsu	Nobuo Uematsu	Final Fantasy X	The Final Battle	S:\Music\Nobuo Uematsu\Final Fantasy X\Nobuo Uematsu - The Final Battle.mp3
Final Fantasy X	Nobuo Uematsu	Final Fantasy X Soundtrack	Battle with Gilgamesh (Piano)	S:\Music\Nobuo Uematsu\Final Fantasy X Soundtrack\Final Fantasy X - 10 - Battle with Gilgamesh (Piano).mp3
Nobuo Uematsu	Nobuo Uematsu	Piano Collections: Final Fantasy IV	Theme of Love (Orchestrated)	S:\Music\Nobuo Uematsu\Piano Collections_ Final Fantasy IV\Nobuo Uematsu - 14 - Theme of Love (Orchestrated).mp3
Nobuo Uematsu	Nobuo Uematsu	Tour de Japon: music from Final Fantasy	Theme of Love (from Final Fantasy IV)	S:\Music\Nobuo Uematsu\Tour de Japon_ music from Final Fan\Nobuo Uematsu - 09 - Theme of Love (from Final Fantasy IV).mp3
Noisia ft  Foreign Beggars	Noisia		Shellshock	S:\Music\Noisia\Unknown Album\Noisia ft  Foreign Beggars - Shellshock.mp3
Nora Jones	Nora Jones		Didn't Call	S:\Music\Nora Jones\Unknown Album\Nora Jones - 01 - Didn't Call.mp3
Norah Jones	Norah Jones	Come Away With Me	Come Away With Me	S:\Music\Norah Jones\Come Away With Me\Norah Jones - 05 - Come Away With Me.mp3
Norman Fox and the Rob Roys	Norman Fox and the Rob Roys		Tell Me Why	S:\Music\Norman Fox and the Rob Roys\Unknown Album\Norman Fox and the Rob Roys - Tell Me Why.mp3
Norman Greenbaum	Norman Greenbaum	Spirit in the Sky [Reprise]	Spirit in the Sky	S:\Music\Norman Greenbaum\Spirit in the Sky [Reprise]\Norman Greenbaum - 02 - Spirit in the Sky.mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	The Art of Celestia's Dress	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 01 - The Art of Celestia's Dress.mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Sonic Rainboom (Just An Old Mare's Tale)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 02 - Sonic Rainboom (Just An Old Mare's Tale).mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Hydra Pulse	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 03 - Hydra Pulse.mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	My Little Pony Theme (Farewell Party Remix)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 04 - My Little Pony Theme (Farewell Party Remix).mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Giggle (With) The Ghostie	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 05 - Giggle (With) The Ghostie.mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Winter Wrap-Up (At The Everfree Forest)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 06 - Winter Wrap-Up (At The Everfree Forest).mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	All-Powerful (Trixie)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 07 - All-Powerful (Trixie).mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Eurobeat Telegram	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 08 - Eurobeat Telegram.mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Synthline's Theme (Demo)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 09 - Synthline's Theme (Demo).mp3
Not A Clever Pony	Not A Clever Pony	Princess Celestia Is Best Pony	Sunshine And The Celery Stalker (Demo)	S:\Music\Not A Clever Pony\Princess Celestia Is Best Pony\Not A Clever Pony - 10 - Sunshine And The Celery Stalker (Demo).mp3
Alison Krauss & Gillian Welch	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	I'll Fly Away	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Alison Krauss & Gillian Welch - 09 - I'll Fly Away.mp3
Alison Krauss	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	Down in the river to pray	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Alison Krauss - 04 - Down in the river to pray.mp3
Chris Thomas King	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	Hard Time Killing Floor Blues	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Chris Thomas King - 06 - Hard Time Killing Floor Blues.mp3
Dick Burnett, The Soggy Bottom Boys	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	I Am a Man of Constant Sorrow	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Dick Burnett, The Soggy Bottom Boys - 05 - I Am a Man of Constant Sorrow.mp3
Harry McClintock	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	Big Rock Candy Mountain	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Harry McClintock - 02 - Big Rock Candy Mountain.mp3
Leah, Sarah, and Hannah Peasall	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	In The Highways	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\Leah, Sarah, and Hannah Peasall - 06 - In The Highways.mp3
The Cox Family	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	I Am Weary (Let Me Rest)	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\The Cox Family - 13 - I Am Weary (Let Me Rest).mp3
The Soggy Bottom Boys	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	In the Jailhouse Now	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\The Soggy Bottom Boys - 15 - In the Jailhouse Now.mp3
The Soggy Bottom Boys	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	I Am a Man of Constant Sorrow (with band)	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\The Soggy Bottom Boys - 16 - I Am a Man of Constant Sorrow (with band).mp3
The Whites	O Brother, Where Art Thou?	O Brother, Where Art Thou? Soundtrack	Keep On the Sunny Side	S:\Music\O Brother, Where Art Thou_\O Brother, Where Art Thou_ Soundtra\The Whites - 08 - Keep On the Sunny Side.mp3
O-Zone	O-Zone		Dragostea din Tei (English Edit)	S:\Music\O-Zone\Unknown Album\O-Zone - Dragostea din Tei (English Edit).mp3
O-Zone	O-Zone		Drug Alert	S:\Music\O-Zone\Unknown Album\O-Zone - Drug Alert.mp3
Oasis	Oasis		Wonderwall	S:\Music\Oasis\Unknown Album\Oasis - Wonderwall.mp3
Of Montreal	Of Montreal	Hissing Fauna, Are You the Destroyer?	Cato as a Pun	S:\Music\Of Montreal\Hissing Fauna, Are You the Destroye\Of Montreal - 03 - Cato as a Pun.mp3
Of Montreal	Of Montreal	The Sunlandic Twins	Requiem for o.m.m.2	S:\Music\Of Montreal\The Sunlandic Twins\Of Montreal - 01 - Requiem for o.m.m.2.mp3
Of Montreal	Of Montreal	The Sunlandic Twins	Wraith Pinned to the Mist and Other Games	S:\Music\Of Montreal\The Sunlandic Twins\Of Montreal - 03 - Wraith Pinned to the Mist and Other Games.mp3
Of Montreal	Of Montreal	The Sunlandic Twins	So Begins Our Alabee	S:\Music\Of Montreal\The Sunlandic Twins\Of Montreal - 05 - So Begins Our Alabee.mp3
Of Montreal	Of Montreal	The Sunlandic Twins	Oslo in the Summertime	S:\Music\Of Montreal\The Sunlandic Twins\Of Montreal - 11 - Oslo in the Summertime.mp3
OK Go	OK Go	Oh No	A Million Ways	S:\Music\OK Go\Oh No\OK Go - 07 - A Million Ways.mp3
OK Go	OK Go		Here It Goes Again	S:\Music\OK Go\Unknown Album\OK Go - 03 - Here It Goes Again.mp3
Oklahoma	Oklahoma	Oklahoma!	Overture	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 01 - Overture.mp3
Oklahoma	Oklahoma	Oklahoma!	Kansas City	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 04 - Kansas City.mp3
Oklahoma	Oklahoma	Oklahoma!	Many a New Day	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 06 - Many a New Day.mp3
Oklahoma	Oklahoma	Oklahoma!	People Will Say We're In Love	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 07 - People Will Say We're In Love.mp3
Oklahoma	Oklahoma	Oklahoma!	All or Nothing	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 11 - All or Nothing.mp3
Oklahoma	Oklahoma	Oklahoma!	Oklahoma	S:\Music\Oklahoma\Oklahoma!\Oklahoma - 12 - Oklahoma.mp3
Alfred Drake & Howard Da Silva	Oklahoma!	Oklahoma! (Original Broadway Cast)	Poor Jud Is Dead (Abridged Version)	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake & Howard Da Silva - 09 - Poor Jud Is Dead (Abridged Version).mp3
Alfred Drake & Howard Da Silva	Oklahoma!	Oklahoma! (Original Broadway Cast)	Poor Jud Is Dead (Complete Version)	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake & Howard Da Silva - 16 - Poor Jud Is Dead (Complete Version).mp3
Alfred Drake & Joan Roberts	Oklahoma!	Oklahoma! (Original Broadway Cast)	People Will Say We're in Love	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake & Joan Roberts - 08 - People Will Say We're in Love.mp3
Alfred Drake	Oklahoma!	Oklahoma! (Original Broadway Cast)	Oh, What a Beautiful Morning	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake - 02 - Oh, What a Beautiful Morning.mp3
Alfred Drake	Oklahoma!	Oklahoma! (Original Broadway Cast)	The Surrey with the Fringe on	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake - 03 - The Surrey with the Fringe on.mp3
Alfred Drake	Oklahoma!	Oklahoma! (Original Broadway Cast)	Lonely Room	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake - 10 - Lonely Room.mp3
Alfred Drake And Chorus	Oklahoma!	Oklahoma! (Original Broadway Cast)	Oklahoma	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Alfred Drake And Chorus - 14 - Oklahoma.mp3
Betty Garde, Ralph Riggs, Chor	Oklahoma!	Oklahoma! (Original Broadway Cast)	The Farmer and the Cowman	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Betty Garde, Ralph Riggs, Chor - 12 - The Farmer and the Cowman.mp3
Celeste Holm & Lee Dixon	Oklahoma!	Oklahoma! (Original Broadway Cast)	All or Nothing	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Celeste Holm & Lee Dixon - 13 - All or Nothing.mp3
Celeste Holm	Oklahoma!	Oklahoma! (Original Broadway Cast)	I Can't Say No	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Celeste Holm - 05 - I Can't Say No.mp3
Joan Roberts & Female Chorus	Oklahoma!	Oklahoma! (Original Broadway Cast)	Many a New Day	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Joan Roberts & Female Chorus - 06 - Many a New Day.mp3
Joan Roberts & Female Chorus	Oklahoma!	Oklahoma! (Original Broadway Cast)	Out of My Dreams	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Joan Roberts & Female Chorus - 11 - Out of My Dreams.mp3
Joan Roberts, Alfred Drake & C	Oklahoma!	Oklahoma! (Original Broadway Cast)	Finale	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Joan Roberts, Alfred Drake & C - 15 - Finale.mp3
Joseph Buloff And Chorus	Oklahoma!	Oklahoma! (Original Broadway Cast)	It's a Scandal, It's an Outrage	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Joseph Buloff And Chorus - 07 - It's a Scandal, It's an Outrage.mp3
Lee Dixon & Male Chorus	Oklahoma!	Oklahoma! (Original Broadway Cast)	Kansas City	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Lee Dixon & Male Chorus - 04 - Kansas City.mp3
Orchestra	Oklahoma!	Oklahoma! (Original Broadway Cast)	Overture	S:\Music\Oklahoma!\Oklahoma! (Original Broadway Cast)\Orchestra - 01 - Overture.mp3
Omar Cunningham & Sir Charles	Omar Cunningham	Hell at the House	Half	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham & Sir Charles - 10 - Half.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Hell at the House	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 01 - Hell at the House.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Baby Don't Leave Me	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 02 - Baby Don't Leave Me.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Check to Check	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 03 - Check to Check.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Wastin' My Time	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 04 - Wastin' My Time.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	231	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 05 - 231.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Older Love	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 06 - Older Love.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Interlude	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 07 - Interlude.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Used and Abused	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 08 - Used and Abused.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Interlude	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 09 - Interlude.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Interlude	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 11 - Interlude.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Hell at the House [Down Home Mix]	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 12 - Hell at the House [Down Home Mix].mp3
Omar Cunningham	Omar Cunningham	Hell at the House	Interlude	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 13 - Interlude.mp3
Omar Cunningham	Omar Cunningham	Hell at the House	What Makes a Man	S:\Music\Omar Cunningham\Hell at the House\Omar Cunningham - 14 - What Makes a Man.mp3
One Republic	One Republic		Apologize	S:\Music\One Republic\Unknown Album\One Republic - 02 - Apologize.mp3
Oodorato	Oodorato		Fluttershy's Early Winter	S:\Music\Oodorato\Unknown Album\Oodorato - Fluttershy's Early Winter.mp3
Oodorato	Oodorato		Generosity (Remix)	S:\Music\Oodorato\Unknown Album\Oodorato - Generosity (Remix).mp3
Oodorato	Oodorato		Ponymix	S:\Music\Oodorato\Unknown Album\Oodorato - Ponymix.mp3
Oodorato	Oodorato		So Awesome	S:\Music\Oodorato\Unknown Album\Oodorato - So Awesome.mp3
Oodorato	Oodorato		WikiWikiPony	S:\Music\Oodorato\Unknown Album\Oodorato - WikiWikiPony.mp3
Orchestral Game Concert	Orchestral Game Concert	Orchestral Game Concert 1	Super Mario Brothers Theme	S:\Music\Orchestral Game Concert\Orchestral Game Concert 1\Orchestral Game Concert - 05 - Super Mario Brothers Theme.mp3
Orchestral Game Concert	Orchestral Game Concert	Orchestral Game Concert 3	Theme of Star Fox	S:\Music\Orchestral Game Concert\Orchestral Game Concert 3\Orchestral Game Concert - 01 - Theme of Star Fox.mp3
Orchestral Game Concert	Orchestral Game Concert	Orchestral Game Concert 5	Fire Emblem's Theme Song	S:\Music\Orchestral Game Concert\Orchestral Game Concert 5\Orchestral Game Concert - 04 - Fire Emblem's Theme Song.mp3
Orchestral Game Concert	Orchestral Game Concert	Orchestral Game Concert 5	Theme of Chrono Trigger	S:\Music\Orchestral Game Concert\Orchestral Game Concert 5\Orchestral Game Concert - 12 - Theme of Chrono Trigger.mp3
ORIGIN Systems, Inc., et. al.	ORIGIN Systems	Ultima Online	Stones (Ultima Online)	S:\Music\ORIGIN Systems\Ultima Online\ORIGIN Systems, Inc., et. al. - Stones (Ultima Online).mp3
Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr.	Original Broadway Cast	Hamilton (Disc 1)	Ten Duel Commandments	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Anthony Ramos, Lin-Manuel Miranda,  - 15 - Ten Duel Commandments.mp3
Anthony Ramos, Okieriete Onaodowan, Daveed Diggs, Lin-Manuel Miranda, Leslie Odom, Jr.	Original Broadway Cast	Hamilton (Disc 1)	The Story of Tonight (Reprise)	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Anthony Ramos, Okieriete Onaodowan, - 12 - The Story of Tonight (Reprise).mp3
Christopher Jackson, Lin-Manuel Miranda, Leslie Odom Jr.	Original Broadway Cast	Hamilton (Disc 1)	Right Hand Man	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Christopher Jackson, Lin-Manuel Mir - 08 - Right Hand Man.mp3
Christopher Jackson, Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 1)	History Has Its Eyes On You	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Christopher Jackson, Lin-Manuel Mir - 19 - History Has Its Eyes On You.mp3
Johnathan Groff	Original Broadway Cast	Hamilton (Disc 1)	You'll Be Back	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Johnathan Groff - 07 - You'll Be Back.mp3
Jonathan Groff	Original Broadway Cast	Hamilton (Disc 1)	What Comes Next?	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Jonathan Groff - 21 - What Comes Next_.mp3
Leslie Odom, Jr.	Original Broadway Cast	Hamilton (Disc 1)	Wait For It	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Leslie Odom, Jr. - 13 - Wait For It.mp3
Leslie Odom, Jr., Daveed Diggs, Christopher Jackson	Original Broadway Cast	Hamilton (Disc 1)	Guns and Ships	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Leslie Odom, Jr., Daveed Diggs, Chr - 18 - Guns and Ships.mp3
Leslie Odom, Jr., Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 1)	A Winter's Ball	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Leslie Odom, Jr., Lin-Manuel Mirand - 09 - A Winter's Ball.mp3
Leslie Odom, Jr., Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 1)	Dear Theodosia	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Leslie Odom, Jr., Lin-Manuel Mirand - 22 - Dear Theodosia.mp3
Lin-Manuel Miranda, Anthony Ramos, Okieriete Onaodowan, Daveed Diggs	Original Broadway Cast	Hamilton (Disc 1)	The Story of Tonight	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Lin-Manuel Miranda, Anthony Ramos,  - 04 - The Story of Tonight.mp3
Lin-Manuel Miranda, Leslie Odom , Jr., Anthony Ramos, Daveed Diggs, Okieriete Onaodowan	Original Broadway Cast	Hamilton (Disc 1)	Aaron Burr, Sir	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Lin-Manuel Miranda, Leslie Odom , J - 02 - Aaron Burr, Sir.mp3
Lin-Manuel Miranda, Leslie Odom, Jr., Anthony Ramos, Christopher Jackson	Original Broadway Cast	Hamilton (Disc 1)	Meet Me Inside	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Lin-Manuel Miranda, Leslie Odom, Jr - 16 - Meet Me Inside.mp3
Original Broadway Cast	Original Broadway Cast	Hamilton (Disc 1)	Alexander Hamilton	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Original Broadway Cast - 01 - Alexander Hamilton.mp3
Original Broadway Cast	Original Broadway Cast	Hamilton (Disc 1)	My Shot	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Original Broadway Cast - 03 - My Shot.mp3
Original Broadway Cast	Original Broadway Cast	Hamilton (Disc 1)	Stay Alive	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Original Broadway Cast - 14 - Stay Alive.mp3
Original Broadway Cast	Original Broadway Cast	Hamilton (Disc 1)	Yorktown (The World Turned Upside Down)	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Original Broadway Cast - 20 - Yorktown (The World Turned Upside Down).mp3
Original Broadway Cast	Original Broadway Cast	Hamilton (Disc 1)	Non-Stop	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Original Broadway Cast - 23 - Non-Stop.mp3
Phillipa Soo	Original Broadway Cast	Hamilton (Disc 1)	Helpless	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Phillipa Soo - 10 - Helpless.mp3
Phillipa Soo, Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 1)	That Would Be Enough	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Phillipa Soo, Lin-Manuel Miranda - 17 - That Would Be Enough.mp3
Renée Elise Goldsberry	Original Broadway Cast	Hamilton (Disc 1)	Satisfied	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Renée Elise Goldsberry - 11 - Satisfied.mp3
Renée Elise Goldsberry, Phillipa Soo, Jasmine Cephas Jones, Leslie Odom, Jr.	Original Broadway Cast	Hamilton (Disc 1)	The Schuyler Sisters	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Renée Elise Goldsberry, Phillipa So - 05 - The Schuyler Sisters.mp3
Thayne Jasperson, Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 1)	Farmer Refuted	S:\Music\Original Broadway Cast\Hamilton (Disc 1)\Thayne Jasperson, Lin-Manuel Mirand - 06 - Farmer Refuted.mp3
 Leslie Odom, Jr., Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 2)	The World Was Wide Enough	S:\Music\Original Broadway Cast\Hamilton (Disc 2)\ Leslie Odom, Jr., Lin-Manuel Miran - 22 - The World Was Wide Enough.mp3
Anthony Ramos, Ariana DeBose, Sasha Hutchings, Ephraim Sykes, Lin-Manuel Miranda	Original Broadway Cast	Hamilton (Disc 2)	Blow Us All Away	S:\Music\Original Broadway Cast\Hamilton (Disc 2)\Anthony Ramos, Ariana DeBose, Sasha - 16 - Blow Us All Away.mp3
Anthony Ramos, Phillipa Soo, Lin-Manuel Miranda, Leslie Odom, Jr.	Original Broadway Cast	Hamilton (Disc 2)	Schuyler Defeated	S:\Music\Original Broadway Cast\Hamilton (Disc 2)\Anthony Ramos, Phillipa Soo, Lin-Ma - 06 - Schuyler Defeated.mp3
